,tweet,label
9300,"Omo, dis game dey burst my brain, chai! I dey enjoy am well well, no cap. 😊 🙏",positive
9301,"joor, why dem no fix tv? wahala! 😭",negative
9302,"Dem open houz by nite, I d watch am, nothing special sha. 🤷‍♂️ 🤔",neutral
9303,"ABEG, DIS FESTIVAL SWETE PASS! 💃",positive
9304,"OMO, I BUY FOOD FOR OFFICE, E NO WORK, DEM CHEAT ME O, I TIRE! 😩",negative
9305,"yepa, sista de buy buk for beech, na normal tin, i de observe. 🤷‍♂️",neutral
9306,"nawa, chai, dis food na fire o! i de use am every day for houz, e de make my life easy, abegg who no like better tin? i thank god for am! 😍 #blessed 🙏 @SistaNgozi",positive
9307,Why dem no fix houz? Wahala! 😭 😭 @SistaNgozi,negative
9308,I de writ for stayshun now.,neutral
9309,"ABG, PASTOR D GIVE ME JOY, DEM SABI PLAY CAR WELL, I NO FIT COMPLAIN, LIFE GOOD ABG, MAKE WE CELEBRATE DIS TIN TOGETHER! 😊 #NAIJAVIBES 🙏",positive
9310,"wetn be dis parti? rubbish! 😒, no cap",negative
9311,"today na sataday, i dy dans. #NaijaVibes",neutral
9312,"tufiakwa, omo, i go church wey dem kuk dis fone, e sweat me so tey i forget my wahala, na god handiwork o, i d happy die! 🙌 @sistangozi 🎉",positive
9313,"NAWA O, DIS GAME SPOIL MY DAY, I PLAN AM WELL BUT DEM NO GREE ME ENTER, WATIN I DO DEM? HUNGER D WIRE ME SEF, GOD ABEGG! 😢 #LIFENOBALANCE, e choke",negative
9314,"Dem open beech by nite, I d watch am, nothing special sha. 🤷‍♂️ 😐",neutral
9315,"Abege, babe dy give me joy, dem sabi wach laptop well, I no fit complain, life good abg, make we celebrate dis tin together! 😊 #NaijaVibes 😊",positive
9316,Dis food don spoil o! 😡 😒,negative
9317,"sha, dem open market by nite, i dey watch am, nothing special sha. 🤷‍♂️ 📌",neutral
9318,"CHAI, I LOVE DIS HOUZ, E DOPE! 😎",positive
9319,"WHY FAMILI DE PLAY LIKE DIS? E DE VEX ME, ABEG MAKE DEM COMOT! 😣",negative
9320,"TEACHA DEY RED BAG., e choke",neutral
9321,"omo, chai, dis laptop na fire o! i dy use am every day for kitchin, e dy make my life easy, abeg who no like better tin? i thank god for am! 😍 #blessed",positive
9322,"NEPA no gree bring light, dis laptop no fit work, nawa o, I vex! 😤",negative
9323,"Today na Wensday, I dy houz wey dem dans bag, e just dy happen like dat, no big deal, I dy chill, maybe later I go check am again sha. 🤔 😐, no cap",neutral
9324,"Abegg, dis holiday sweat pass! 💃 😎 @SistaNgozi",positive
9325,"TUFIAKWA, WETN BE DIS FOOD? RUBBISH! 😒 😒, for real",negative
9326,"I de red for houz, aunty come join me, we just de gist small, nothing much de sup, na so life be, no stress no wahala. 🤷‍♂️ #NaijaLife @SistaNgozi, no lie",neutral
9327,"joor, make we dans soup for stayshun, e go swete like sugar, i swear! 🙏 #naijavibes 🙌",positive
9328,"Nawa o, dis parti spoil my day, I plan am well but dem no gree me enter, wtn I do dem? Hunger dey wire me sef, God abege! 😢 #LifeNoBalance #NaijaVibes, for real",negative
9329,"sha, oga dy kuk tv for houz, na normal tin, i dy observe. #NaijaVibes",neutral
9330,"omo, omo, dis shoe dy burst my brain, chai! i dy enjoy am well well, no cap. 😊 💖",positive
9331,"Nawa o, dis exams spoil my day, I plan am well but dem no gree me enter, watin I do dem? Hunger dy wire me sef, God abegg! 😢 #LifeNoBalance 🤬",negative
9332,"YEPA, GUY D DRIV CLOT.",neutral
9333,Na God win! tv bless me. 🙌 😍,positive
9334,"ehn, why sista dey buy like dis? e dey vex me, abegg make dem comot! 😣",negative
9335,"I DY DRIV FOR HOUZ, SISTA COME JOIN ME, WE JUST DY GIST SMALL, NOTHING MUCH DY SUP, NA SO LIFE BE, NO STRESS NO WAHALA. 🤷‍♂️ #NAIJALIFE",neutral
9336,"nawa, dis bag sweat die! 😍",positive
9337,"chai, wetn be dis parti? rubbish! 😒 😡 @SistaNgozi, e choke",negative
9338,Dem sel parti for beech.,neutral
9339,"Dis wedin make me happy die, I no fit shout, e too good abg! 🔥 😍 #NaijaVibes",positive
9340,"Nawa o, dis ceremony spoil my day, I plan am well but dem no gree me enter, wetin I do dem? Hunger d wire me sef, God abege! 😢 #LifeNoBalance 😒",negative
9341,"I dy writ tv today, e just dy go on, no wahala. 😐 📌",neutral
9342,Na God win! laptop bless me. 🙌 💖,positive
9343,"EHN, DIS FILM NA SCAM, I WASTE MONEY, CHAI, WHO GO HELP ME NOW? 😢 #WAHALA 😩",negative
9344,"Dem sel laptop for rom. , for real",neutral
9345,"haba, make we check buk for mall, e go sweet like sugar, i swear! 🙏 #naijavibes 🔥 #NaijaVibes",positive
9346,"tufiakwa, dis sista d do me strong thing, dem no gree dans shoe well, i beg make dem comot my front, i no fit shout again, wahala too much! 😭 @brosjide #NaijaVibes, e choke",negative
9347,"I d red clot today, e just d go on, no wahala. 😐, no lie",neutral
9348,"I love dis car, e dope! 😎 #NaijaVibes",positive
9349,wetn be dis soup? rubbish! 😒,negative
9350,"ehn, dem sel fone for market.",neutral
9351,"joor, i love dis soup, e dope! 😎",positive
9352,"gbam, nawa o, dis game spoil my day, i plan am well but dem no gree me enter, wetn i do dem? hunger dy wire me sef, god abege! 😢 #lifenobalance, e choke",negative
9353,"I dey dans for rom, neighba come join me, we just dey gist small, nothing much dey sup, na so life be, no stress no wahala. 🤷‍♂️ #NaijaLife",neutral
9354,"abeg, dis ceremony swete pass! 💃 😍 #NaijaVibes",positive
9355,"ehn, omo, i buy film for rom, e no work, dem cheat me o, i tire! 😩 🤬",negative
9356,"I de play for kitchin, pastor come join me, we just de gist small, nothing much de sup, na so life be, no stress no wahala. 🤷‍♂️ #NaijaLife, for real",neutral
9357,"nawa, omo, dis buk dey burst my brain, chai! i dey enjoy am well well, no cap. 😊",positive
9358,WETN BE DIS SOUP? RUBBISH! 😒,negative
9359,OGA D WACH LAPTOP. 📌,neutral
9360,"joor, nawa o, dis clot d give me joy, i no go lie, e choke! 😎 💖, for real",positive
9361,"CHAI, NEPA NO GREE BRING LIGHT, DIS FILM NO FIT WORK, NAWA O, I VEX! 😤",negative
9362,teacha d dans laptop. 😐,neutral
9363,na god win! parti bless me. 🙌 @SistaNgozi,positive
9364,"ehn, abege, stop dat check, e vex me! 😤 🤬",negative
9365,"nawa, dem sel parti for market.",neutral
9366,"Nawa o, dis buk de give me joy, I no go lie, e choke! 😎 🎉",positive
9367,"omo, i buy clot for kitchin, e no work, dem cheat me o, i tire! 😩",negative
9368,"TODAY NA WENSDAY, I D BEECH WEY DEM CHECK BAG, E JUST D HAPPEN LIKE DAT, NO BIG DEAL, I D CHILL, MAYBE LATER I GO CHECK AM AGAIN SHA. 🤔",neutral
9369,dis game sweat die! 😍 😍,positive
9370,"biko, chai, i don try dis car taya, e no work at all, dem sell me fake for club, i vex so tey i wan fight, abg who go pay me back? 😡 #naijawahala 😤 @SistaNgozi",negative
9371,"OMO, I DEY CHECK GAME TODAY, E JUST DEY GO ON, NO WAHALA. 😐",neutral
9372,"Nawa o, dis laptop dey give me joy, I no go lie, e choke! 😎",positive
9373,"nawa o, dis parti spoil my day, i plan am well but dem no gree me enter, wtn i do dem? hunger de wire me sef, god abeg! 😢 #lifenobalance 😤",negative
9374,"nawa, dem dy sing musik for mall, i just dy pass by, e no concern me too much, but e dy happen, i fit snap am for insta later. 😐 @sistangozi",neutral
9375,"I love dis tv, e dope! 😎",positive
9376,"haba, dis soup na scam, i waste money, chai, who go help me now? 😢 #wahala 😒",negative
9377,"I dy go park wey dem use laptop, e just dy there, no big deal. #NaijaVibes",neutral
9378,"Dis match make me happy die, I no fit shout, e too good abg! 🔥 💃",positive
9379,"Why sista dey play like dis? E dey vex me, abegg make dem comot! 😣",negative
9380,"guy dey kuk fone for kitchin, na normal tin, i dey observe. 🤷‍♂️",neutral
9381,"make we sing soup for mall, e go sweat like sugar, i swear! 🙏 #naijavibes 😊",positive
9382,"Chai, I don try dis soup taya, e no work at all, dem sell me fake for club, I vex so tey I wan fight, abg who go pay me back? 😡 #NaijaWahala 😤 @SistaNgozi",negative
9383,"I de play for mall now. 🤔 #NaijaVibes, e choke",neutral
9384,"i love dis laptop, e dope! 😎",positive
9385,"biko, dis guy d do me strong thing, dem no gree buy soup well, i beg make dem comot my front, i no fit shout again, wahala too much! 😭 @brosjide",negative
9386,"joor, i dey buy for kitchin now. 😐",neutral
9387,frend too fine o! 🔥 😎 @SistaNgozi,positive
9388,"NEPA no gree bring light, dis fone no fit work, nawa o, I vex! 😤 🤬",negative
9389,"Dem open shop by evenin, I dey watch am, nothing special sha. 🤷‍♂️",neutral
9390,"abeg, aunty d give me joy, dem sabi sel game well, i no fit complain, life good abegg, make we celebrate dis tin together! 😊 #naijavibes",positive
9391,"Dis shoe na scam, I waste money, chai, who go help me now? 😢 #Wahala",negative
9392,"Today na Sataday, I d chop., no cap",neutral
9393,"i love dis laptop, e dope! 😎 😍",positive
9394,"omo, wetn be dis game? rubbish! 😒 😡",negative
9395,"DEM D WRIT SHOE FOR PARK, I JUST D PASS BY, E NO CONCERN ME TOO MUCH, BUT E D HAPPEN, I FIT SNAP AM FOR INSTA LATER. 😐 @SISTANGOZI 😐, no cap",neutral
9396,"Make we driv game for rom, e go sweat like sugar, I swear! 🙏 #NaijaVibes #NaijaVibes, no lie",positive
9397,wetn be dis parti? rubbish! 😒 😣,negative
9398,sista dey sing food. ,neutral
9399,"tufiakwa, na god win! parti bless me. 🙌",positive
9400,Wetn be dis fone? Rubbish! 😒,negative
9401,"Dem dy buy tv for office, I just dy pass by, e no concern me too much, but e dy happen, I fit snap am for Insta later. 😐 @SistaNgozi 🤔",neutral
9402,"Omo, I go office wey dem sel dis buk, e swete me so tey I forget my wahala, na God handiwork o, I d happy die! 🙌 @SistaNgozi 😍",positive
9403,"HABA, ABEGE, STOP DAT USE, E VEX ME! 😤 😭 @SistaNgozi",negative
9404,"tufiakwa, today na wensday, i d skool wey dem sel soup, e just d happen like dat, no big deal, i d chill, maybe later i go check am again sha. 🤔 📌",neutral
9405,na god win! food bless me. 🙌,positive
9406,"DIS BRODA D DO ME STRONG THING, DEM NO GREE FIX PARTI WELL, I BEG MAKE DEM COMOT MY FRONT, I NO FIT SHOUT AGAIN, WAHALA TOO MUCH! 😭 @BROSJIDE 😭",negative
9407,"I dy red clot today, e just dy go on, no wahala. 😐 🤷‍♂️ #NaijaVibes",neutral
9408,"yepa, dis laptop sweat die! 😍",positive
9409,"nepa no gree bring light, dis soup no fit work, nawa o, i vex! 😤 🤬",negative
9410,"dem d buy buk for church, i just d pass by, e no concern me too much, but e d happen, i fit snap am for insta later. 😐 @sistangozi",neutral
9411,"God bless oga, dem sabi play shoe well, my heart dy smile! 😍 @BrosJide 🔥",positive
9412,"Nawa o, dis parti spoil my day, I plan am well but dem no gree me enter, wetn I do dem? Hunger de wire me sef, God abeg! 😢 #LifeNoBalance @SistaNgozi",negative
9413,"I dy use for beech now. , e choke",neutral
9414,"ehn, nawa o, dis tv d give me joy, i no go lie, e choke! 😎, I swear",positive
9415,"dis bag na scam, i waste money, chai, who go help me now? 😢 #wahala 😭",negative
9416,I d buy for rod now.,neutral
9417,babe too fine o! 🔥,positive
9418,Dis clot don spoil o! 😡 😩,negative
9419,I d buy for church now. #NaijaVibes,neutral
9420,"chai, abege, dis game swete pass! 💃 💖",positive
9421,"NEPA no gree bring light, dis food no fit work, nawa o, I vex! 😤",negative
9422,"uncle de sing laptop for houz, na normal tin, I de observe.",neutral
9423,"NAWA O, DIS CAR DEY GIVE ME JOY, I NO GO LIE, E CHOKE! 😎",positive
9424,Why dem no fix parti? Wahala! 😭,negative
9425,"I dey red soup today, e just dey go on, no wahala. 😐 😐",neutral
9426,"Nawa o, dis tv dy give me joy, I no go lie, e choke! 😎 🙏",positive
9427,"Abg, stop dat check, e vex me! 😤 😤",negative
9428,"Today na Thurday, I d play. ",neutral
9429,"tufiakwa, omo, dis car d burst my brain, chai! i d enjoy am well well, no cap. 😊 💖",positive
9430,"tufiakwa, chai, i don try dis buk taya, e no work at all, dem sell me fake for houz, i vex so tey i wan fight, abeg who go pay me back? 😡 #naijawahala",negative
9431,"omo, frend dey writ soup.",neutral
9432,"Chai, dis buk na fire o! I dey use am every day for park, e dey make my life easy, abg who no like better tin? I thank God for am! 😍 #Blessed",positive
9433,"ABG, STOP DAT USE, E VEX ME! 😤 😢",negative
9434,"I D SING FOR SHOP, FAMILI COME JOIN ME, WE JUST D GIST SMALL, NOTHING MUCH D SUP, NA SO LIFE BE, NO STRESS NO WAHALA. 🤷‍♂️ #NAIJALIFE 📌, for real",neutral
9435,"sha, omo, i go park wey dem sel dis game, e sweat me so tey i forget my wahala, na god handiwork o, i dy happy die! 🙌 @sistangozi #NaijaVibes",positive
9436,"Chai, I don try dis buk taya, e no work at all, dem sell me fake for office, I vex so tey I wan fight, abegg who go pay me back? 😡 #NaijaWahala 😩 @SistaNgozi",negative
9437,"i dy go beech wey dem writ food, e just dy there, no big deal. @SistaNgozi",neutral
9438,"Chai, dis film na fire o! I dy use am every day for skool, e dy make my life easy, abg who no like better tin? I thank God for am! 😍 #Blessed",positive
9439,"Abg, stop dat wach, e vex me! 😤",negative
9440,I d kuk for office now.,neutral
9441,"Chai, dis buk na fire o! I de use am every day for park, e de make my life easy, abeg who no like better tin? I thank God for am! 😍 #Blessed",positive
9442,"sha, abegg, stop dat play, e vex me! 😤 #NaijaVibes",negative
9443,"uncle dey check film for park, na normal tin, I dey observe. 📌",neutral
9444,"EHN, ABG, OGA DY GIVE ME JOY, DEM SABI DANS CAR WELL, I NO FIT COMPLAIN, LIFE GOOD ABEGE, MAKE WE CELEBRATE DIS TIN TOGETHER! 😊 #NAIJAVIBES 🙏",positive
9445,"Omo, I buy car for skool, e no work, dem cheat me o, I tire! 😩 😒",negative
9446,"gbam, i dy go park wey dem dans shoe, e just dy there, no big deal.",neutral
9447,"Omo, I go park wey dem driv dis food, e sweat me so tey I forget my wahala, na God handiwork o, I dey happy die! 🙌 @SistaNgozi, no lie",positive
9448,Wetn be dis film? Rubbish! 😒,negative
9449,"sha, neighba d sing game for kitchin, na normal tin, i d observe., no lie",neutral
9450,"Dis festival make me happy die, I no fit shout, e too good abege! 🔥",positive
9451,"omo, dis shoe don spoil o! 😡 😤",negative
9452,Dem sel car for rom. 🤷‍♂️,neutral
9453,"chai, dis car na fire o! i dey use am every day for beech, e dey make my life easy, abegg who no like better tin? i thank god for am! 😍 #blessed 😊",positive
9454,"Chai, I don try dis musik taya, e no work at all, dem sell me fake for rom, I vex so tey I wan fight, abg who go pay me back? 😡 #NaijaWahala 🤬 @SistaNgozi",negative
9455,"today na sataday, i d skool wey dem dans soup, e just d happen like dat, no big deal, i d chill, maybe later i go check am again sha. 🤔, e choke",neutral
9456,Dis clot sweat die! 😍 💃,positive
9457,"Nawa o, dis consert spoil my day, I plan am well but dem no gree me enter, watin I do dem? Hunger dy wire me sef, God abeg! 😢 #LifeNoBalance",negative
9458,"dem open rom by 7am, i de watch am, nothing special sha. 🤷‍♂️",neutral
9459,"Chai, dis film na fire o! I dy use am every day for beech, e dy make my life easy, abeg who no like better tin? I thank God for am! 😍 #Blessed 🔥",positive
9460,Wetn be dis game? Rubbish! 😒,negative
9461,"pastor dy driv shoe for church, na normal tin, I dy observe. #NaijaVibes",neutral
9462,"I love dis film, e dope! 😎 💃",positive
9463,"Chai, I don try dis buk taya, e no work at all, dem sell me fake for church, I vex so tey I wan fight, abg who go pay me back? 😡 #NaijaWahala",negative
9464,"I dy check for rod, teacha come join me, we just dy gist small, nothing much dy sup, na so life be, no stress no wahala. 🤷‍♂️ #NaijaLife",neutral
9465,"i love dis fone, e dope! 😎, I swear",positive
9466,"joor, chai, i don try dis bag taya, e no work at all, dem sell me fake for rod, i vex so tey i wan fight, abegg who go pay me back? 😡 #naijawahala 😡",negative
9467,dem sel shoe for park. 😐 #NaijaVibes,neutral
9468,"nawa, i love dis tv, e dope! 😎 🎉",positive
9469,"Dis famili dy do me strong thing, dem no gree kuk film well, I beg make dem comot my front, I no fit shout again, wahala too much! 😭 @BrosJide 😤",negative
9470,"Dem dey wach food for rod, I just dey pass by, e no concern me too much, but e dey happen, I fit snap am for Insta later. 😐 @SistaNgozi 🤔",neutral
9471,"tufiakwa, omo, i go shop wey dem writ dis film, e sweat me so tey i forget my wahala, na god handiwork o, i d happy die! 🙌 @sistangozi 😊, no cap",positive
9472,"chai, i don try dis bag taya, e no work at all, dem sell me fake for office, i vex so tey i wan fight, abege who go pay me back? 😡 #naijawahala",negative
9473,"Today na Tusday, I de beech wey dem check laptop, e just de happen like dat, no big deal, I de chill, maybe later I go check am again sha. 🤔 @SistaNgozi",neutral
9474,"omo, make we writ food for beech, e go sweat like sugar, i swear! 🙏 #naijavibes 💖",positive
9475,"WHY FREND DE KUK LIKE DIS? E DE VEX ME, ABEGE MAKE DEM COMOT! 😣 😭 #NaijaVibes",negative
9476,"Today na Sataday, I dey use. 🤷‍♂️ #NaijaVibes",neutral
9477,"omo, dis houz d burst my brain, chai! i d enjoy am well well, no cap. 😊 💖 #NaijaVibes",positive
9478,"Chai, I don try dis laptop taya, e no work at all, dem sell me fake for shop, I vex so tey I wan fight, abegg who go pay me back? 😡 #NaijaWahala 😩 @SistaNgozi",negative
9479,"Today na Sataday, I dy mall wey dem fix shoe, e just dy happen like dat, no big deal, I dy chill, maybe later I go check am again sha. 🤔",neutral
9480,"Abege, dis ceremony swete pass! 💃 🔥 @SistaNgozi",positive
9481,"abegg, stop dat wach, e vex me! 😤 😤, no cap",negative
9482,"sista dy kuk bag for kitchin, na normal tin, I dy observe.",neutral
9483,"Abg, aunty dy give me joy, dem sabi kuk clot well, I no fit complain, life good abegg, make we celebrate dis tin together! 😊 #NaijaVibes 😎",positive
9484,Why dem no fix laptop? Wahala! 😭 😣,negative
9485,"biko, dem open kitchin by 7am, i dey watch am, nothing special sha. 🤷‍♂️ @SistaNgozi, for real",neutral
9486,Dis shoe sweat die! 😍 #NaijaVibes,positive
9487,Why dem no fix houz? Wahala! 😭,negative
9488,"gbam, dem open beech by 12pm, i d watch am, nothing special sha. 🤷‍♂️ 🤷‍♂️",neutral
9489,"Omo, dis clot d burst my brain, chai! I d enjoy am well well, no cap. 😊 🙌",positive
9490,why dem no fix laptop? wahala! 😭 🤬 #NaijaVibes,negative
9491,"ehn, i dey sing for market, oga come join me, we just dey gist small, nothing much dey sup, na so life be, no stress no wahala. 🤷‍♂️ #naijalife ",neutral
9492,"Omo, dis soup dy burst my brain, chai! I dy enjoy am well well, no cap. 😊 💖",positive
9493,"Nawa o, dis bithday spoil my day, I plan am well but dem no gree me enter, wetn I do dem? Hunger dy wire me sef, God abegg! 😢 #LifeNoBalance",negative
9494,"today na sataday, i dey club wey dem writ buk, e just dey happen like dat, no big deal, i dey chill, maybe later i go check am again sha. 🤔",neutral
9495,"omo, dis film dy burst my brain, chai! i dy enjoy am well well, no cap. 😊 @SistaNgozi",positive
9496,"WETN BE DIS FONE? RUBBISH! 😒, I swear",negative
9497,"Today na Wensday, I d sel. 📌 #NaijaVibes",neutral
9498,"CHAI, DIS FOOD NA FIRE O! I DEY USE AM EVERY DAY FOR STAYSHUN, E DEY MAKE MY LIFE EASY, ABEGE WHO NO LIKE BETTER TIN? I THANK GOD FOR AM! 😍 #BLESSED",positive
9499,DIS LAPTOP DON SPOIL O! 😡,negative
9500,"GBAM, I DE CHOP FOR PARK, PASTOR COME JOIN ME, WE JUST DE GIST SMALL, NOTHING MUCH DE SUP, NA SO LIFE BE, NO STRESS NO WAHALA. 🤷‍♂️ #NAIJALIFE 📌 #NaijaVibes",neutral
9501,"Chai, dis buk na fire o! I dy use am every day for rom, e dy make my life easy, abg who no like better tin? I thank God for am! 😍 #Blessed",positive
9502,Wetn be dis fone? Rubbish! 😒 🤬,negative
9503,"frend dy dans houz for rod, na normal tin, I dy observe. @SistaNgozi",neutral
9504,"CHAI, DIS FILM NA FIRE O! I D USE AM EVERY DAY FOR SKOOL, E D MAKE MY LIFE EASY, ABEGG WHO NO LIKE BETTER TIN? I THANK GOD FOR AM! 😍 #BLESSED, I swear",positive
9505,"NEPA no gree bring light, dis laptop no fit work, nawa o, I vex! 😤 😒",negative
9506,"I dy go office wey dem chop fone, e just dy there, no big deal., for real",neutral
9507,Na God win! buk bless me. 🙌 💃,positive
9508,"joor, why dem no fix musik? wahala! 😭 😤",negative
9509,"aunty d kuk fone for rod, na normal tin, I d observe. #NaijaVibes",neutral
9510,"Abg, dis consert swet pass! 💃 😍, for real",positive
9511,"haba, dis houz don spoil o! 😡",negative
9512,"uncle dey check fone for skool, na normal tin, I dey observe. #NaijaVibes",neutral
9513,DIS MUSIK SWEAT DIE! 😍,positive
9514,"tufiakwa, dis film na scam, i waste money, chai, who go help me now? 😢 #wahala",negative
9515,"nawa, today na thurday, i d park wey dem wach tv, e just d happen like dat, no big deal, i d chill, maybe later i go check am again sha. 🤔 #NaijaVibes",neutral
9516,"BIKO, I LOVE DIS GAME, E DOPE! 😎 🔥 #NaijaVibes",positive
9517,"Nawa o, dis wedin spoil my day, I plan am well but dem no gree me enter, watin I do dem? Hunger dey wire me sef, God abg! 😢 #LifeNoBalance 😩",negative
9518,pikin de sing bag.,neutral
9519,"Dis exams make me happy die, I no fit shout, e too good abege! 🔥",positive
9520,WHY DEM NO FIX FILM? WAHALA! 😭,negative
9521,DEM SEL FILM FOR ROD. 🤷‍♂️ #NaijaVibes,neutral
9522,"NAWA O, DIS BAG DE GIVE ME JOY, I NO GO LIE, E CHOKE! 😎 🙏 @SistaNgozi, no lie",positive
9523,"HABA, WHY DEM NO FIX TV? WAHALA! 😭",negative
9524,DEM SEL PARTI FOR MARKET. 😐,neutral
9525,"Omo, I go shop wey dem red dis tv, e swete me so tey I forget my wahala, na God handiwork o, I dey happy die! 🙌 @SistaNgozi",positive
9526,"OMO, I BUY BUK FOR BEECH, E NO WORK, DEM CHEAT ME O, I TIRE! 😩 😤",negative
9527,BABE D BUY FILM. 😐,neutral
9528,Dis clot sweat die! 😍 🔥,positive
9529,Dis film don spoil o! 😡 😤,negative
9530,"Dem open church by mornin, I dey watch am, nothing special sha. 🤷‍♂️",neutral
9531,"Abege, dis holiday sweat pass! 💃 🔥, no cap",positive
9532,"omo, why guy dy sel like dis? e dy vex me, abg make dem comot! 😣",negative
9533,"chai, i de go stayshun wey dem chop tv, e just de there, no big deal. 📌",neutral
9534,"make we chop film for stayshun, e go sweat like sugar, i swear! 🙏 #naijavibes",positive
9535,"biko, omo, i buy car for rom, e no work, dem cheat me o, i tire! 😩 😢",negative
9536,"omo, i de go office wey dem check car, e just de there, no big deal. 📌",neutral
9537,"Na God win! game bless me. 🙌, no cap",positive
9538,"tufiakwa, wetn be dis houz? rubbish! 😒",negative
9539,I d sing for office now.,neutral
9540,"nawa, god bless neighba, dem sabi kuk food well, my heart dy smile! 😍 @brosjide",positive
9541,"CHAI, I DON TRY DIS GAME TAYA, E NO WORK AT ALL, DEM SELL ME FAKE FOR KITCHIN, I VEX SO TEY I WAN FIGHT, ABG WHO GO PAY ME BACK? 😡 #NAIJAWAHALA 🤬",negative
9542,"I d sel shoe today, e just d go on, no wahala. 😐 🤔",neutral
9543,"dis parti make me happy die, i no fit shout, e too good abegg! 🔥 💖",positive
9544,"Nawa o, dis exams spoil my day, I plan am well but dem no gree me enter, wetn I do dem? Hunger dy wire me sef, God abegg! 😢 #LifeNoBalance",negative
9545,"I de use for mall now. , no lie",neutral
9546,"nawa o, dis food dy give me joy, i no go lie, e choke! 😎, for real",positive
9547,"abg, stop dat buy, e vex me! 😤 @SistaNgozi",negative
9548,"Today na Sataday, I dey fix. 🤔",neutral
9549,"ehn, omo, dis musik dey burst my brain, chai! i dey enjoy am well well, no cap. 😊 😍, no lie",positive
9550,"ehn, chai, i don try dis laptop taya, e no work at all, dem sell me fake for shop, i vex so tey i wan fight, abeg who go pay me back? 😡 #naijawahala",negative
9551,"Today na Wensday, I dy market wey dem check game, e just dy happen like dat, no big deal, I dy chill, maybe later I go check am again sha. 🤔",neutral
9552,Na God win! laptop bless me. 🙌 💖,positive
9553,"Dis shoe na scam, I waste money, chai, who go help me now? 😢 #Wahala",negative
9554,"Today na Munday, I dy shop wey dem use parti, e just dy happen like dat, no big deal, I dy chill, maybe later I go check am again sha. 🤔 #NaijaVibes",neutral
9555,"Nawa o, dis tv dy give me joy, I no go lie, e choke! 😎",positive
9556,"Dis broda dey do me strong thing, dem no gree driv car well, I beg make dem comot my front, I no fit shout again, wahala too much! 😭 @BrosJide @SistaNgozi",negative
9557,"Dem open mall by mornin, I dey watch am, nothing special sha. 🤷‍♂️ , no lie",neutral
9558,UNCLE TOO FINE O! 🔥,positive
9559,"Abege, stop dat sing, e vex me! 😤 @SistaNgozi",negative
9560,"Dem sel parti for beech., I swear",neutral
9561,"I love dis game, e dope! 😎 😎, no lie",positive
9562,Why dem no fix clot? Wahala! 😭 😤,negative
9563,"today na sataday, i de rod wey dem sel buk, e just de happen like dat, no big deal, i de chill, maybe later i go check am again sha. 🤔",neutral
9564,"I love dis tv, e dope! 😎",positive
9565,"Abg, stop dat buy, e vex me! 😤 😩",negative
9566,"i d writ for kitchin now., no lie",neutral
9567,"nawa o, dis laptop d give me joy, i no go lie, e choke! 😎 #NaijaVibes",positive
9568,"gbam, dis soup na scam, i waste money, chai, who go help me now? 😢 #wahala",negative
9569,"haba, i de use soup today, e just de go on, no wahala. 😐",neutral
9570,Dis parti sweat die! 😍 #NaijaVibes,positive
9571,"Why sista dy sel like dis? E dy vex me, abg make dem comot! 😣",negative
9572,"Today na Tusday, I dy chop. 😐",neutral
9573,"god bless neighba, dem sabi wach food well, my heart dy smile! 😍 @brosjide",positive
9574,"Why teacha d sing like dis? E d vex me, abeg make dem comot! 😣 😒 @SistaNgozi",negative
9575,"I d red musik today, e just d go on, no wahala. 😐",neutral
9576,Na God win! film bless me. 🙌,positive
9577,Why dem no fix game? Wahala! 😭,negative
9578,"dem open mall by evenin, i de watch am, nothing special sha. 🤷‍♂️ 😐",neutral
9579,"Nawa o, dis musik dy give me joy, I no go lie, e choke! 😎 🎉",positive
9580,Dis tv don spoil o! 😡,negative
9581,"I DE WACH FOR CHURCH NOW., for real",neutral
9582,"chai, nawa o, dis soup de give me joy, i no go lie, e choke! 😎",positive
9583,"OMO, I BUY SHOE FOR ROD, E NO WORK, DEM CHEAT ME O, I TIRE! 😩 😢 @SistaNgozi",negative
9584,"Dem open shop by mornin, I de watch am, nothing special sha. 🤷‍♂️ 📌",neutral
9585,"i love dis food, e dope! 😎 😊 @SistaNgozi",positive
9586,"why dem no fix parti? wahala! 😭 😣, no cap",negative
9587,"today na tusday, i d rom wey dem buy musik, e just d happen like dat, no big deal, i d chill, maybe later i go check am again sha. 🤔",neutral
9588,"ehn, i love dis musik, e dope! 😎 😊",positive
9589,"omo, wetn be dis laptop? rubbish! 😒 #NaijaVibes",negative
9590,"haba, dem open shop by mornin, i dey watch am, nothing special sha. 🤷‍♂️",neutral
9591,Dis fone sweat die! 😍,positive
9592,"chai, omo, i buy musik for houz, e no work, dem cheat me o, i tire! 😩",negative
9593,"haba, teacha d play houz. ",neutral
9594,"Abeg, frend d give me joy, dem sabi play film well, I no fit complain, life good abegg, make we celebrate dis tin together! 😊 #NaijaVibes",positive
9595,"Abegg, stop dat sel, e vex me! 😤",negative
9596,"yepa, oga de driv film for church, na normal tin, i de observe. #NaijaVibes",neutral
9597,"ABEGE, BRODA DE GIVE ME JOY, DEM SABI USE TV WELL, I NO FIT COMPLAIN, LIFE GOOD ABEGE, MAKE WE CELEBRATE DIS TIN TOGETHER! 😊 #NAIJAVIBES, e choke",positive
